2026-05-13 10:55:47.802 [info] I0513 10:55:47.801516 89086 server.go:1236] Starting language server process with pid 89086
2026-05-13 10:55:47.802 [info] I0513 10:55:47.802074 89086 server.go:301] Setting GOMAXPROCS to 4
2026-05-13 11:16:49.494 [info] I0513 11:16:49.493662 89086 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:fetchAvailableModels Trace: 0x11e7618c7cb5c8f2
2026-05-13 11:16:49.626 [info] I0513 11:16:49.626369 89086 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:loadCodeAssist Trace: 0xc0ffb6062102eb5f
2026-05-13 11:16:50.192 [info] I0513 11:16:50.191408 89086 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:loadCodeAssist Trace: 0x2bf0e6d77f1fbd80
2026-05-13 11:22:49.496 [info] I0513 11:22:49.495938 89086 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:fetchAvailableModels Trace: 0xe7017ae023e7f14e
2026-05-13 11:22:49.827 [info] I0513 11:22:49.827090 89086 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:loadCodeAssist Trace: 0x5ff730f3a1e72dc9
2026-05-13 11:22:50.366 [info] I0513 11:22:50.365941 89086 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:loadCodeAssist Trace: 0x3fc80e65dd3d34ec
2026-05-13 11:28:49.789 [info] I0513 11:28:49.788636 89086 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:fetchAvailableModels Trace: 0x80633116dc653a92
2026-05-13 11:28:49.954 [info] I0513 11:28:49.954411 89086 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:loadCodeAssist Trace: 0x3bd5980bb2b16771
2026-05-13 11:28:50.367 [info] I0513 11:28:50.366600 89086 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:loadCodeAssist Trace: 0xee212600e1ce323b
2026-05-13 11:34:49.607 [info] I0513 11:34:49.607249 89086 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:fetchAvailableModels Trace: 0x17fda6d90d6f9eb1
2026-05-13 11:34:49.822 [info] I0513 11:34:49.821853 89086 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:loadCodeAssist Trace: 0x74d420936ce99937
2026-05-13 11:34:50.280 [info] I0513 11:34:50.279973 89086 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:loadCodeAssist Trace: 0x9d178fdb7ce104d3
2026-05-13 11:40:49.259 [info] I0513 11:40:49.259134 89086 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:fetchAvailableModels Trace: 0x7786b444e740f0a7
2026-05-13 11:40:49.551 [info] I0513 11:40:49.551351 89086 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:loadCodeAssist Trace: 0x7f136100350ab61d
2026-05-13 11:40:50.139 [info] I0513 11:40:50.139554 89086 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:loadCodeAssist Trace: 0xdcef4e33c7ccd4b
2026-05-13 11:46:49.581 [info] I0513 11:46:49.580805 89086 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:fetchAvailableModels Trace: 0x3981a2869d284be1
2026-05-13 11:46:49.814 [info] I0513 11:46:49.813965 89086 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:loadCodeAssist Trace: 0x1a0fe26c791975a5
2026-05-13 11:46:50.571 [info] I0513 11:46:50.571043 89086 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:loadCodeAssist Trace: 0xc271e9821bac423e
2026-05-13 11:52:49.345 [info] I0513 11:52:49.344981 89086 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:fetchAvailableModels Trace: 0xf93255e2e1748659
2026-05-13 11:52:49.544 [info] I0513 11:52:49.544041 89086 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:loadCodeAssist Trace: 0xa5e8a930856fed92
2026-05-13 11:52:50.200 [info] I0513 11:52:50.199855 89086 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:loadCodeAssist Trace: 0x8c56fa6efd472ef8
2026-05-13 11:58:49.346 [info] I0513 11:58:49.345570 89086 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:fetchAvailableModels Trace: 0x685f293325527ad
2026-05-13 11:58:49.589 [info] I0513 11:58:49.589362 89086 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:loadCodeAssist Trace: 0x949b8aa785fc032a
2026-05-13 11:58:50.079 [info] I0513 11:58:50.079375 89086 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:loadCodeAssist Trace: 0xb157fdb9b54001a3
2026-05-13 12:04:49.763 [info] I0513 12:04:49.762854 89086 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:fetchAvailableModels Trace: 0x8f9db9b6b59a5a6c
2026-05-13 12:04:49.877 [info] I0513 12:04:49.876729 89086 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:loadCodeAssist Trace: 0x4a140698ab72ac0a
2026-05-13 12:04:50.507 [info] I0513 12:04:50.507692 89086 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:loadCodeAssist Trace: 0x4e8316a3ab99bfeb
2026-05-13 12:09:49.472 [info] I0513 12:09:49.471594 89086 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:loadCodeAssist Trace: 0x9fd87818b784015
2026-05-13 12:09:50.077 [info] I0513 12:09:50.076912 89086 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:loadCodeAssist Trace: 0xe8e8913c969e7173
2026-05-13 12:09:50.504 [info] I0513 12:09:50.504231 89086 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:fetchAvailableModels Trace: 0xcb8831cea37cd79b
2026-05-13 12:15:49.421 [info] I0513 12:15:49.420972 89086 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:fetchAvailableModels Trace: 0x6522022a7715004a
2026-05-13 12:15:49.718 [info] I0513 12:15:49.718191 89086 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:loadCodeAssist Trace: 0xf2f975d1b83586a6
2026-05-13 12:15:50.360 [info] I0513 12:15:50.359962 89086 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:loadCodeAssist Trace: 0x8b0137322f97f2d
2026-05-13 12:21:49.445 [info] I0513 12:21:49.445337 89086 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:fetchAvailableModels Trace: 0xec4101861bd8e966
2026-05-13 12:21:49.758 [info] I0513 12:21:49.756263 89086 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:loadCodeAssist Trace: 0x2839e68ac6beef1d
2026-05-13 12:21:50.156 [info] I0513 12:21:50.156743 89086 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:loadCodeAssist Trace: 0x934b033d61f9a8e4
2026-05-13 12:27:57.855 [info] I0513 12:27:57.854838 89086 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:fetchAvailableModels Trace: 0xc0162a34f521aded
2026-05-13 12:28:00.260 [info] I0513 12:28:00.259957 89086 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:loadCodeAssist Trace: 0xe4b3fe42dc134309
2026-05-13 12:28:00.932 [info] I0513 12:28:00.931872 89086 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:loadCodeAssist Trace: 0x55274360dac06373
2026-05-13 12:33:49.296 [info] I0513 12:33:49.296225 89086 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:fetchAvailableModels Trace: 0x26e06265a2f4a612
2026-05-13 12:33:49.579 [info] I0513 12:33:49.578999 89086 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:loadCodeAssist Trace: 0x82c7305b7d144b20
2026-05-13 12:33:50.234 [info] I0513 12:33:50.234181 89086 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:loadCodeAssist Trace: 0x79df8c74daf94be5
2026-05-13 12:39:49.427 [info] I0513 12:39:49.427309 89086 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:fetchAvailableModels Trace: 0xca2afa1e1c877545
2026-05-13 12:39:49.526 [info] I0513 12:39:49.526730 89086 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:loadCodeAssist Trace: 0x2f142090fab614c8
2026-05-13 12:39:50.065 [info] I0513 12:39:50.064848 89086 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:loadCodeAssist Trace: 0x6725f257ab925bcb
2026-05-13 12:45:49.372 [info] I0513 12:45:49.372234 89086 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:fetchAvailableModels Trace: 0xf5dc2ac657c7fe5d
2026-05-13 12:45:49.708 [info] I0513 12:45:49.708084 89086 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:loadCodeAssist Trace: 0x2b8a3a6b8c6e95cb
2026-05-13 12:45:50.137 [info] I0513 12:45:50.137138 89086 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:loadCodeAssist Trace: 0xdfc1c4467a0f6ce8
2026-05-13 12:51:49.523 [info] I0513 12:51:49.522959 89086 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:fetchAvailableModels Trace: 0x36ae578412c696d4
2026-05-13 12:51:49.731 [info] I0513 12:51:49.731559 89086 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:loadCodeAssist Trace: 0xa329b7e876dcd72b
2026-05-13 12:51:50.250 [info] I0513 12:51:50.249913 89086 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:loadCodeAssist Trace: 0x459dba8005a576c3
2026-05-13 12:57:49.373 [info] I0513 12:57:49.372905 89086 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:fetchAvailableModels Trace: 0x57699470002af532
2026-05-13 12:57:49.699 [info] I0513 12:57:49.698784 89086 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:loadCodeAssist Trace: 0x23fc2f6140c63e31
2026-05-13 12:57:50.277 [info] I0513 12:57:50.277469 89086 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:loadCodeAssist Trace: 0x96cf8dc2b52c3ebf
2026-05-13 13:03:58.764 [info] I0513 13:03:58.760942 89086 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:fetchAvailableModels Trace: 0x8c344c9a5e3d56ed
2026-05-13 13:03:59.417 [info] I0513 13:03:59.416970 89086 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:loadCodeAssist Trace: 0x74eb5477768b8000
2026-05-13 13:03:59.995 [info] I0513 13:03:59.995321 89086 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:loadCodeAssist Trace: 0x548a5ed8e1ec272a
2026-05-13 13:04:50.406 [info] I0513 13:04:50.406157 89086 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:loadCodeAssist Trace: 0xce40916b216f338a
2026-05-13 13:04:51.157 [info] I0513 13:04:51.157158 89086 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:loadCodeAssist Trace: 0x2bdac4826d3e5a2e
2026-05-13 13:04:52.458 [info] I0513 13:04:52.458302 89086 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:fetchAvailableModels Trace: 0x49304bebe448bf1d
2026-05-13 13:10:50.732 [info] I0513 13:10:50.732318 89086 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:fetchAvailableModels Trace: 0x40d709944c30e3f6
2026-05-13 13:10:51.292 [info] I0513 13:10:51.291936 89086 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:loadCodeAssist Trace: 0x5364ce20b61575f
2026-05-13 13:10:51.865 [info] I0513 13:10:51.865711 89086 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:loadCodeAssist Trace: 0xfa8dcea66a47b056
2026-05-13 13:16:50.172 [info] I0513 13:16:50.172382 89086 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:fetchAvailableModels Trace: 0x7824b67f6a294a44
2026-05-13 13:16:50.373 [info] I0513 13:16:50.372751 89086 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:loadCodeAssist Trace: 0xa3defa1e288e9c71
2026-05-13 13:16:50.940 [info] I0513 13:16:50.939840 89086 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:loadCodeAssist Trace: 0xe444d722aed096a9
2026-05-13 13:22:49.614 [info] I0513 13:22:49.613878 89086 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:loadCodeAssist Trace: 0x230f98e4764e722
2026-05-13 13:22:49.633 [info] I0513 13:22:49.632788 89086 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:fetchAvailableModels Trace: 0x62fcf3553abcc83d
2026-05-13 13:22:50.248 [info] I0513 13:22:50.247914 89086 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:loadCodeAssist Trace: 0x3f49019689952f92
2026-05-13 13:28:02.711 [info] I0513 13:28:02.711452 89086 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:loadCodeAssist Trace: 0x3e12a31d567989f6
2026-05-13 13:28:03.424 [info] I0513 13:28:03.423842 89086 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:fetchAvailableModels Trace: 0x7b50958e8a0413d4
2026-05-13 13:28:03.817 [info] I0513 13:28:03.816686 89086 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:loadCodeAssist Trace: 0xd43f6986740df2a8
2026-05-13 13:50:15.413 [info] E0513 13:50:15.409911 89086 log.go:398] Failed to poll ListExperiments: Post "https://daily-cloudcode-pa.googleapis.com/v1internal:listExperiments": read tcp 192.168.100.34:64607->142.251.38.10:443: read: operation timed out
2026-05-13 13:50:42.053 [info] E0513 13:50:42.052757 89086 log.go:398] Failed to poll ListExperiments: Post "https://daily-cloudcode-pa.googleapis.com/v1internal:listExperiments": read tcp 192.168.100.34:64379->142.251.38.42:443: read: operation timed out
2026-05-13 13:54:13.688 [info] I0513 13:54:13.688088 89086 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:fetchAvailableModels Trace: 0xc8e1ad6f72a5d19c
2026-05-13 13:54:14.050 [info] I0513 13:54:14.049925 89086 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:loadCodeAssist Trace: 0x11f9332213d49540
2026-05-13 13:54:14.757 [info] I0513 13:54:14.757198 89086 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:loadCodeAssist Trace: 0xd076f55d290b1ac5
2026-05-13 14:00:13.636 [info] I0513 14:00:13.635808 89086 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:loadCodeAssist Trace: 0x8eff1dc705de9be6
2026-05-13 14:00:14.392 [info] I0513 14:00:14.392151 89086 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:loadCodeAssist Trace: 0x87a0dc5f9292e993
2026-05-13 14:00:14.795 [info] I0513 14:00:14.795400 89086 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:fetchAvailableModels Trace: 0x21beaddd87d7803a
2026-05-13 14:06:13.677 [info] I0513 14:06:13.677292 89086 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:fetchAvailableModels Trace: 0x3f90dec01c68be1c
2026-05-13 14:06:13.989 [info] I0513 14:06:13.989428 89086 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:loadCodeAssist Trace: 0xf603fa8df46a09cf
2026-05-13 14:06:14.563 [info] I0513 14:06:14.563440 89086 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:loadCodeAssist Trace: 0x3a00056f1a01c1fd
2026-05-13 14:28:11.483 [info] E0513 14:28:11.483391 89086 log.go:398] Failed to poll ListExperiments: Post "https://daily-cloudcode-pa.googleapis.com/v1internal:listExperiments": read tcp 192.168.100.34:65259->74.125.90.74:443: read: operation timed out
2026-05-13 15:02:30.157 [info] I0513 15:02:30.156572 89086 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:loadCodeAssist Trace: 0x629138172b4f959b
2026-05-13 15:02:31.279 [info] I0513 15:02:31.278797 89086 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:loadCodeAssist Trace: 0x6f5c047705bb78f1
2026-05-13 15:02:32.000 [info] I0513 15:02:32.000313 89086 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:fetchAvailableModels Trace: 0xc24d6947120694cd
2026-05-13 15:02:55.891 [info] E0513 15:02:55.890897 89086 log.go:398] Failed to poll ListExperiments: Post "https://daily-cloudcode-pa.googleapis.com/v1internal:listExperiments": read tcp 192.168.100.34:65138->142.250.202.234:443: read: operation timed out
2026-05-13 15:08:30.537 [info] I0513 15:08:30.536625 89086 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:loadCodeAssist Trace: 0xaa025ebaf78a6d60
2026-05-13 15:08:30.918 [info] I0513 15:08:30.917803 89086 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:loadCodeAssist Trace: 0xd94ba5548e9b6b39
2026-05-13 15:08:31.411 [info] I0513 15:08:31.411416 89086 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:fetchAvailableModels Trace: 0x751d0f5f4782016
2026-05-13 15:14:30.194 [info] I0513 15:14:30.193486 89086 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:loadCodeAssist Trace: 0xa5c38a352b33fe33
2026-05-13 15:14:30.485 [info] I0513 15:14:30.485087 89086 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:fetchAvailableModels Trace: 0x7ecbcf024b0d9a8c
2026-05-13 15:14:30.706 [info] I0513 15:14:30.706262 89086 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:loadCodeAssist Trace: 0x27dd03f13c8a7e46
2026-05-13 15:20:30.031 [info] I0513 15:20:30.031045 89086 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:fetchAvailableModels Trace: 0xbe312f10d9bd66ee
2026-05-13 15:20:30.313 [info] I0513 15:20:30.312598 89086 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:loadCodeAssist Trace: 0xd524dd87d290ad9b
2026-05-13 15:20:30.900 [info] I0513 15:20:30.899694 89086 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:loadCodeAssist Trace: 0x9a0e355d2a10de86
2026-05-13 15:26:30.021 [info] I0513 15:26:30.021116 89086 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:fetchAvailableModels Trace: 0x8359bb21d57429f6
2026-05-13 15:26:30.081 [info] I0513 15:26:30.081541 89086 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:loadCodeAssist Trace: 0xd0f80eeef326b9bd
2026-05-13 15:26:30.769 [info] I0513 15:26:30.769051 89086 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:loadCodeAssist Trace: 0x67e812eabf862c3e
2026-05-13 15:32:30.023 [info] I0513 15:32:30.023057 89086 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:fetchAvailableModels Trace: 0x76007de05cb4146e
2026-05-13 15:32:30.310 [info] I0513 15:32:30.310038 89086 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:loadCodeAssist Trace: 0x6857f421d42ab743
2026-05-13 15:32:30.916 [info] I0513 15:32:30.916284 89086 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:loadCodeAssist Trace: 0xfc7be703450edbf4
2026-05-13 15:38:29.980 [info] I0513 15:38:29.979523 89086 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:fetchAvailableModels Trace: 0x33ead3587cb53956
2026-05-13 15:38:30.129 [info] I0513 15:38:30.129280 89086 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:loadCodeAssist Trace: 0x9c545d57be838067
2026-05-13 15:38:30.676 [info] I0513 15:38:30.676129 89086 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:loadCodeAssist Trace: 0x32b2d021bc393126
2026-05-13 15:44:30.171 [info] I0513 15:44:30.170781 89086 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:fetchAvailableModels Trace: 0x9ca221b732dbe869
2026-05-13 15:44:30.296 [info] I0513 15:44:30.296069 89086 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:loadCodeAssist Trace: 0x7103ee19d2fadbf6
2026-05-13 15:44:30.891 [info] I0513 15:44:30.890661 89086 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:loadCodeAssist Trace: 0x18de86ee3f915db8
2026-05-13 15:50:29.884 [info] I0513 15:50:29.883881 89086 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:fetchAvailableModels Trace: 0xbc68c98eba2f55d0
2026-05-13 15:50:30.201 [info] I0513 15:50:30.201453 89086 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:loadCodeAssist Trace: 0xac66b5dd3d6c0978
2026-05-13 15:50:30.770 [info] I0513 15:50:30.770498 89086 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:loadCodeAssist Trace: 0xff23972a8d776904
2026-05-13 15:56:29.909 [info] I0513 15:56:29.908787 89086 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:fetchAvailableModels Trace: 0x31809a2015978bdc
2026-05-13 15:56:30.246 [info] I0513 15:56:30.245981 89086 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:loadCodeAssist Trace: 0xf520a78a3b8b5138
2026-05-13 15:56:30.824 [info] I0513 15:56:30.824684 89086 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:loadCodeAssist Trace: 0xacb2ed2b7b3eb85d
2026-05-13 16:01:30.813 [info] I0513 16:01:30.812910 89086 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:loadCodeAssist Trace: 0xa995f98b4efbac71
2026-05-13 16:01:31.498 [info] I0513 16:01:31.498058 89086 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:loadCodeAssist Trace: 0x75d8f7be49ad47bc
2026-05-13 16:01:31.986 [info] I0513 16:01:31.985758 89086 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:fetchAvailableModels Trace: 0xae8fd7f34ea6703f
2026-05-13 16:07:35.934 [info] I0513 16:07:35.934496 89086 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:loadCodeAssist Trace: 0xa7019a0c7c57ca7d
2026-05-13 16:07:36.841 [info] I0513 16:07:36.841324 89086 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:loadCodeAssist Trace: 0xb7e71e3b56e6ef62
