2026-05-12 15:51:46.347 [info] I0512 15:51:46.347586 97972 server.go:1236] Starting language server process with pid 97972
2026-05-12 15:51:46.348 [info] I0512 15:51:46.348118 97972 server.go:301] Setting GOMAXPROCS to 4
2026-05-12 17:36:47.820 [info] I0512 17:36:47.819536 97972 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:fetchAvailableModels Trace: 0xe89f81f10333bc0e
2026-05-12 17:36:48.061 [info] I0512 17:36:48.059721 97972 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:loadCodeAssist Trace: 0x41140f7d82e230f4
2026-05-12 17:36:48.508 [info] I0512 17:36:48.507889 97972 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:loadCodeAssist Trace: 0xca4aa334f919a69d
2026-05-12 17:37:47.941 [info] I0512 17:37:47.941270 97972 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:loadCodeAssist Trace: 0x1054aebd7af0bc2a
2026-05-12 17:37:48.304 [info] I0512 17:37:48.303992 97972 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:loadCodeAssist Trace: 0xb75f9cd869db457c
2026-05-12 17:37:49.401 [info] I0512 17:37:49.401288 97972 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:fetchAvailableModels Trace: 0x140447ff014daa0f
2026-05-12 17:43:47.886 [info] I0512 17:43:47.886469 97972 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:loadCodeAssist Trace: 0xfeb53a6fec56e884
2026-05-12 17:43:48.260 [info] I0512 17:43:48.258012 97972 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:fetchAvailableModels Trace: 0xe4adb23a8c25828c
2026-05-12 17:43:48.318 [info] I0512 17:43:48.318329 97972 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:loadCodeAssist Trace: 0xd2466ced28270ba0
2026-05-12 17:49:47.809 [info] I0512 17:49:47.809103 97972 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:fetchAvailableModels Trace: 0x1c79e108661e7c32
2026-05-12 17:49:47.997 [info] I0512 17:49:47.997372 97972 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:loadCodeAssist Trace: 0xd5b8cf7d31493be4
2026-05-12 17:49:48.465 [info] I0512 17:49:48.465017 97972 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:loadCodeAssist Trace: 0x6dafdae8411a1dce
2026-05-12 17:55:48.130 [info] I0512 17:55:48.129863 97972 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:fetchAvailableModels Trace: 0x630e92370fff4eaa
2026-05-12 17:55:49.113 [info] I0512 17:55:49.112912 97972 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:loadCodeAssist Trace: 0x112e11957875781b
2026-05-12 17:55:49.682 [info] I0512 17:55:49.680885 97972 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:loadCodeAssist Trace: 0x96be922e19435549
2026-05-12 18:01:48.160 [info] I0512 18:01:48.159656 97972 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:fetchAvailableModels Trace: 0x32d9d204eaebae81
2026-05-12 18:01:49.177 [info] I0512 18:01:49.176798 97972 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:loadCodeAssist Trace: 0x43713c33e825151
2026-05-12 18:01:49.871 [info] I0512 18:01:49.871130 97972 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:loadCodeAssist Trace: 0x25e9982c16e93feb
2026-05-12 18:07:48.022 [info] I0512 18:07:48.021580 97972 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:fetchAvailableModels Trace: 0x235f78924d556ad9
2026-05-12 18:07:48.274 [info] I0512 18:07:48.274437 97972 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:loadCodeAssist Trace: 0x5cc18f73252e8bac
2026-05-12 18:07:48.923 [info] I0512 18:07:48.923202 97972 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:loadCodeAssist Trace: 0x6fc2bde115d80661
2026-05-12 18:12:49.691 [info] I0512 18:12:49.690622 97972 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:fetchAvailableModels Trace: 0x9750faeb5a9b95b8
