2026-05-16 09:20:37.341 [info] [LS Main] Starting language server from: /Applications/Antigravity.app/Contents/Resources/app/extensions/antigravity/bin/language_server_macos_arm
2026-05-16 09:20:37.375 [info] [LS Main] Args: --csrf_token ed7fe081-a0cd-417c-be6d-b9aa63a93333 --extension_server_port 49503 --extension_server_csrf_token 5e29409c-73c7-41d7-902b-f23edaace6f6 --app_data_dir antigravity --cloud_code_endpoint https://cloudcode-pa.googleapis.com
2026-05-16 09:20:37.419 [info] [LS Main] Process spawned with PID: 1421
2026-05-16 09:20:37.930 [error] [LS Main stderr] I0516 09:20:37.930638  1421 server.go:1236] Starting language server process with pid 1421
2026-05-16 09:25:08.227 [error] [LS Main stderr] I0516 09:25:08.226904  1421 planner_generator.go:283] Requesting planner with 21 chat messages at model retry attempt 1 and API retry attempt 1

2026-05-16 09:25:13.743 [error] [LS Main stderr] I0516 09:25:13.743553  1421 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xe2be9e454efc5dd3

2026-05-16 09:25:39.001 [error] [LS Main stderr] I0516 09:25:39.000780  1421 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:loadCodeAssist Trace: 0x6882715aecc43207

2026-05-16 09:25:39.510 [error] [LS Main stderr] I0516 09:25:39.510724  1421 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:fetchAvailableModels Trace: 0xcf2d337cab0f6216

2026-05-16 09:28:38.672 [error] [LS Main stderr] E0516 09:28:38.671829  1421 log.go:398] Failed to poll ListExperiments: Post "https://daily-cloudcode-pa.googleapis.com/v1internal:listExperiments": dial tcp: lookup daily-cloudcode-pa.googleapis.com: no such host

2026-05-16 09:29:45.524 [error] [LS Main stderr] I0516 09:29:45.524093  1421 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xdfe162da29fd1247

2026-05-16 09:29:46.198 [error] [LS Main stderr] I0516 09:29:46.198037  1421 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x30e3861662006266

2026-05-16 09:30:07.041 [error] [LS Main stderr] E0516 09:30:07.041450  1421 cascade_manager.go:539] Failed to load trajectory 692ad671-9b54-40e5-948c-b22439502cbb on-demand: failed to load trajectory 692ad671-9b54-40e5-948c-b22439502cbb: open /Users/apple/.gemini/antigravity/conversations/692ad671-9b54-40e5-948c-b22439502cbb.pb: no such file or directory
E0516 09:30:07.041522  1421 interceptor.go:74] /exa.language_server_pb.LanguageServerService/StreamAgentStateUpdates (unknown): agent state for conversation 692ad671-9b54-40e5-948c-b22439502cbb not found

2026-05-16 09:30:07.073 [error] [LS Main stderr] E0516 09:30:07.072911  1421 log.go:398] failed to check terminal shell support: internal: internal error

2026-05-16 09:30:07.130 [error] [LS Main stderr] I0516 09:30:07.130670  1421 planner_generator.go:283] Requesting planner with 9 chat messages at model retry attempt 1 and API retry attempt 1

2026-05-16 09:30:48.893 [error] [LS Main stderr] I0516 09:30:48.892695  1421 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x8ede877ae6d55210

2026-05-16 09:30:49.041 [error] [LS Main stderr] I0516 09:30:49.040990  1421 planner_generator.go:283] Requesting planner with 10 chat messages at model retry attempt 1 and API retry attempt 1

2026-05-16 09:30:49.880 [error] [LS Main stderr] I0516 09:30:49.880247  1421 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:loadCodeAssist Trace: 0x3619f36700819062

2026-05-16 09:30:50.959 [error] [LS Main stderr] I0516 09:30:50.959301  1421 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:fetchAvailableModels Trace: 0x525dfcbb634a25f8

2026-05-16 09:30:51.488 [error] [LS Main stderr] I0516 09:30:51.488418  1421 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x78e11cb9bb32f66e

2026-05-16 09:31:29.754 [error] [LS Main stderr] I0516 09:31:29.754056  1421 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x4d0640c1b6e2efa

2026-05-16 09:31:30.086 [error] [LS Main stderr] I0516 09:31:30.085732  1421 planner_generator.go:283] Requesting planner with 12 chat messages at model retry attempt 1 and API retry attempt 1

2026-05-16 09:32:09.993 [error] [LS Main stderr] W0516 09:32:09.993539  1421 log_context.go:118] Cache(peopleInfo): Singleflight refresh failed: Get "https://www.googleapis.com/oauth2/v2/userinfo": EOF

2026-05-16 09:32:09.995 [error] [LS Main stderr] W0516 09:32:09.993682  1421 log_context.go:118] Failed to refresh cache in background: Get "https://www.googleapis.com/oauth2/v2/userinfo": EOF
W0516 09:32:09.993770  1421 log_context.go:118] Failed to refresh cache in background: Get "https://www.googleapis.com/oauth2/v2/userinfo": EOF
W0516 09:32:09.994935  1421 log_context.go:118] Failed to refresh cache in background: Get "https://www.googleapis.com/oauth2/v2/userinfo": EOF
W0516 09:32:09.995057  1421 log_context.go:118] Failed to refresh cache in background: Get "https://www.googleapis.com/oauth2/v2/userinfo": EOF
W0516 09:32:09.995129  1421 log_context.go:118] Failed to refresh cache in background: Get "https://www.googleapis.com/oauth2/v2/userinfo": EOF

2026-05-16 09:32:09.995 [error] [LS Main stderr] W0516 09:32:09.993750  1421 log_context.go:118] Failed to refresh cache in background: Get "https://www.googleapis.com/oauth2/v2/userinfo": EOF
W0516 09:32:09.994982  1421 log_context.go:118] Failed to refresh cache in background: Get "https://www.googleapis.com/oauth2/v2/userinfo": EOF
W0516 09:32:09.994989  1421 log_context.go:118] Failed to refresh cache in background: Get "https://www.googleapis.com/oauth2/v2/userinfo": EOF
W0516 09:32:09.994992  1421 log_context.go:118] Failed to refresh cache in background: Get "https://www.googleapis.com/oauth2/v2/userinfo": EOF
W0516 09:32:09.994995  1421 log_context.go:118] Failed to refresh cache in background: Get "https://www.googleapis.com/oauth2/v2/userinfo": EOF
W0516 09:32:09.994998  1421 log_context.go:118] Failed to refresh cache in background: Get "https://www.googleapis.com/oauth2/v2/userinfo": EOF
W0516 09:32:09.995005  1421 log_context.go:118] Failed to refresh cache in background: Get "https://www.googleapis.com/oauth2/v2/userinfo": EOF
W0516 09:32:09.995008  1421 log_context.go:118] Failed to refresh cache in background: Get "https://www.googleapis.com/oauth2/v2/userinfo": EOF
W0516 09:32:09.995012  1421 log_context.go:118] Failed to refresh cache in background: Get "https://www.googleapis.com/oauth2/v2/userinfo": EOF
W0516 09:32:09.993739  1421 log_context.go:118] Failed to refresh cache in background: Get "https://www.googleapis.com/oauth2/v2/userinfo": EOF

2026-05-16 09:32:09.995 [error] [LS Main stderr] W0516 09:32:09.995040  1421 log_context.go:118] Failed to refresh cache in background: Get "https://www.googleapis.com/oauth2/v2/userinfo": EOF
W0516 09:32:09.995041  1421 log_context.go:118] Failed to refresh cache in background: Get "https://www.googleapis.com/oauth2/v2/userinfo": EOF
W0516 09:32:09.995050  1421 log_context.go:118] Failed to refresh cache in background: Get "https://www.googleapis.com/oauth2/v2/userinfo": EOF
W0516 09:32:09.995052  1421 log_context.go:118] Failed to refresh cache in background: Get "https://www.googleapis.com/oauth2/v2/userinfo": EOF
W0516 09:32:09.995047  1421 log_context.go:118] Failed to refresh cache in background: Get "https://www.googleapis.com/oauth2/v2/userinfo": EOF
W0516 09:32:09.995062  1421 log_context.go:118] Failed to refresh cache in background: Get "https://www.googleapis.com/oauth2/v2/userinfo": EOF
W0516 09:32:09.995063  1421 log_context.go:118] Failed to refresh cache in background: Get "https://www.googleapis.com/oauth2/v2/userinfo": EOF
W0516 09:32:09.995067  1421 log_context.go:118] Failed to refresh cache in background: Get "https://www.googleapis.com/oauth2/v2/userinfo": EOF
W0516 09:32:09.995071  1421 log_context.go:118] Failed to refresh cache in background: Get "https://www.googleapis.com/oauth2/v2/userinfo": EOF
W0516 09:32:09.995071  1421 log_context.go:118] Failed to refresh cache in background: Get "https://www.googleapis.com/oauth2/v2/userinfo": EOF
W0516 09:32:09.995071  1421 log_context.go:118] Failed to refresh cache in background: Get "https://www.googleapis.com/oauth2/v2/userinfo": EOF
W0516 09:32:09.995076  1421 log_context.go:118] Failed to refresh cache in background: Get "https://www.googleapis.com/oauth2/v2/userinfo": EOF
W0516 09:32:09.995114  1421 log_context.go:118] Failed to refresh cache in background: Get "https://www.googleapis.com/oauth2/v2/userinfo": EOF
W0516 09:32:09.995125  1421 log_context.go:118] Failed to refresh cache in background: Get "https://www.googleapis.com/oauth2/v2/userinfo": EOF
W0516 09:32:09.995132  1421 log_context.go:118] Failed to refresh cache in background: Get "https://www.googleapis.com/oauth2/v2/userinfo": EOF
W0516 09:32:09.995137  1421 log_context.go:118] Failed to refresh cache in background: Get "https://www.googleapis.com/oauth2/v2/userinfo": EOF
W0516 09:32:09.995143  1421 log_context.go:118] Failed to refresh cache in background: Get "https://www.googleapis.com/oauth2/v2/userinfo": EOF
W0516 09:32:09.995144  1421 log_context.go:118] Failed to refresh cache in background: Get "https://www.googleapis.com/oauth2/v2/userinfo": EOF
W0516 09:32:09.995154  1421 log_context.go:118] Failed to refresh cache in background: Get "https://www.googleapis.com/oauth2/v2/userinfo": EOF
W0516 09:32:09.995149  1421 log_context.go:118] Failed to refresh cache in background: Get "https://www.googleapis.com/oauth2/v2/userinfo": EOF
W0516 09:32:09.995153  1421 log_context.go:118] Failed to refresh cache in background: Get "https://www.googleapis.com/oauth2/v2/userinfo": EOF

2026-05-16 09:32:09.995 [error] [LS Main stderr] W0516 09:32:09.995195  1421 log_context.go:118] Failed to refresh cache in background: Get "https://www.googleapis.com/oauth2/v2/userinfo": EOF
W0516 09:32:09.995200  1421 log_context.go:118] Failed to refresh cache in background: Get "https://www.googleapis.com/oauth2/v2/userinfo": EOF
W0516 09:32:09.995203  1421 log_context.go:118] Failed to refresh cache in background: Get "https://www.googleapis.com/oauth2/v2/userinfo": EOF
W0516 09:32:09.995206  1421 log_context.go:118] Failed to refresh cache in background: Get "https://www.googleapis.com/oauth2/v2/userinfo": EOF
W0516 09:32:09.995210  1421 log_context.go:118] Failed to refresh cache in background: Get "https://www.googleapis.com/oauth2/v2/userinfo": EOF
W0516 09:32:09.995213  1421 log_context.go:118] Failed to refresh cache in background: Get "https://www.googleapis.com/oauth2/v2/userinfo": EOF
W0516 09:32:09.995238  1421 log_context.go:118] Failed to refresh cache in background: Get "https://www.googleapis.com/oauth2/v2/userinfo": EOF
W0516 09:32:09.995249  1421 log_context.go:118] Failed to refresh cache in background: Get "https://www.googleapis.com/oauth2/v2/userinfo": EOF
W0516 09:32:09.995256  1421 log_context.go:118] Failed to refresh cache in background: Get "https://www.googleapis.com/oauth2/v2/userinfo": EOF
W0516 09:32:09.995265  1421 log_context.go:118] Failed to refresh cache in background: Get "https://www.googleapis.com/oauth2/v2/userinfo": EOF
W0516 09:32:09.995276  1421 log_context.go:118] Failed to refresh cache in background: Get "https://www.googleapis.com/oauth2/v2/userinfo": EOF
W0516 09:32:09.995291  1421 log_context.go:118] Failed to refresh cache in background: Get "https://www.googleapis.com/oauth2/v2/userinfo": EOF
W0516 09:32:09.995295  1421 log_context.go:118] Failed to refresh cache in background: Get "https://www.googleapis.com/oauth2/v2/userinfo": EOF
W0516 09:32:09.995298  1421 log_context.go:118] Failed to refresh cache in background: Get "https://www.googleapis.com/oauth2/v2/userinfo": EOF
W0516 09:32:09.995317  1421 log_context.go:118] Failed to refresh cache in background: Get "https://www.googleapis.com/oauth2/v2/userinfo": EOF
W0516 09:32:09.995323  1421 log_context.go:118] Failed to refresh cache in background: Get "https://www.googleapis.com/oauth2/v2/userinfo": EOF
W0516 09:32:09.995343  1421 log_context.go:118] Failed to refresh cache in background: Get "https://www.googleapis.com/oauth2/v2/userinfo": EOF
W0516 09:32:09.995351  1421 log_context.go:118] Failed to refresh cache in background: Get "https://www.googleapis.com/oauth2/v2/userinfo": EOF
W0516 09:32:09.995370  1421 log_context.go:118] Failed to refresh cache in background: Get "https://www.googleapis.com/oauth2/v2/userinfo": EOF
W0516 09:32:09.995386  1421 log_context.go:118] Failed to refresh cache in background: Get "https://www.googleapis.com/oauth2/v2/userinfo": EOF

2026-05-16 09:32:09.995 [error] [LS Main stderr] W0516 09:32:09.995418  1421 log_context.go:118] Failed to refresh cache in background: Get "https://www.googleapis.com/oauth2/v2/userinfo": EOF
W0516 09:32:09.995458  1421 log_context.go:118] Failed to refresh cache in background: Get "https://www.googleapis.com/oauth2/v2/userinfo": EOF

2026-05-16 09:32:21.636 [error] [LS Main stderr] I0516 09:32:21.636468  1421 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x312280288d32fcf

2026-05-16 09:32:29.127 [error] [LS Main stderr] I0516 09:32:29.126345  1421 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x8ff1ad51db468ce3

2026-05-16 09:32:30.142 [error] [LS Main stderr] I0516 09:32:30.142246  1421 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x1af18dde53fbdcb

2026-05-16 09:32:48.145 [error] [LS Main stderr] I0516 09:32:48.144607  1421 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x69718a6b5c751fcb
I0516 09:32:48.144607  1421 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xf9993d6156c486da

2026-05-16 09:32:57.341 [error] [LS Main stderr] I0516 09:32:57.340903  1421 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xf5007cfd8a966d01

2026-05-16 09:32:59.893 [error] [LS Main stderr] I0516 09:32:59.892872  1421 planner_generator.go:283] Requesting planner with 14 chat messages at model retry attempt 1 and API retry attempt 1

2026-05-16 09:33:11.011 [error] [LS Main stderr] I0516 09:33:11.011170  1421 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x4dc732870c9f04fe

2026-05-16 09:33:11.749 [error] [LS Main stderr] I0516 09:33:11.749487  1421 planner_generator.go:283] Requesting planner with 16 chat messages at model retry attempt 1 and API retry attempt 1

2026-05-16 09:33:18.414 [error] [LS Main stderr] I0516 09:33:18.414031  1421 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x8fb579a1a39c2d54

2026-05-16 09:33:18.947 [error] [LS Main stderr] I0516 09:33:18.946975  1421 planner_generator.go:283] Requesting planner with 18 chat messages at model retry attempt 1 and API retry attempt 1

2026-05-16 09:33:25.728 [error] [LS Main stderr] I0516 09:33:25.727860  1421 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x117267110ca26cdd

2026-05-16 09:33:27.189 [error] [LS Main stderr] I0516 09:33:27.189459  1421 planner_generator.go:283] Requesting planner with 20 chat messages at model retry attempt 1 and API retry attempt 1

2026-05-16 09:33:32.782 [error] [LS Main stderr] I0516 09:33:32.781782  1421 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xc1bdef12ec8761c3

2026-05-16 09:33:33.887 [error] [LS Main stderr] I0516 09:33:33.887683  1421 planner_generator.go:283] Requesting planner with 22 chat messages at model retry attempt 1 and API retry attempt 1

2026-05-16 09:33:41.851 [error] [LS Main stderr] I0516 09:33:41.850710  1421 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xe07e08391b79cd8e

2026-05-16 09:33:42.388 [error] [LS Main stderr] I0516 09:33:42.388524  1421 planner_generator.go:283] Requesting planner with 24 chat messages at model retry attempt 1 and API retry attempt 1

2026-05-16 09:33:49.605 [error] [LS Main stderr] I0516 09:33:49.605457  1421 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xf3fdf90fa7455dcf

2026-05-16 09:33:50.560 [error] [LS Main stderr] I0516 09:33:50.560231  1421 planner_generator.go:283] Requesting planner with 26 chat messages at model retry attempt 1 and API retry attempt 1

2026-05-16 09:33:56.848 [error] [LS Main stderr] I0516 09:33:56.847800  1421 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xcecdece0d086a60c

2026-05-16 09:33:58.071 [error] [LS Main stderr] I0516 09:33:58.071197  1421 planner_generator.go:283] Requesting planner with 28 chat messages at model retry attempt 1 and API retry attempt 1

2026-05-16 09:34:03.614 [error] [LS Main stderr] I0516 09:34:03.614176  1421 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xff65637565939d85

2026-05-16 09:34:03.645 [error] [LS Main stderr] I0516 09:34:03.645126  1421 planner_generator.go:283] Requesting planner with 30 chat messages at model retry attempt 1 and API retry attempt 1

2026-05-16 09:34:10.082 [error] [LS Main stderr] I0516 09:34:10.082459  1421 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x5352086305066a9b

2026-05-16 09:34:12.166 [error] [LS Main stderr] I0516 09:34:12.165977  1421 planner_generator.go:283] Requesting planner with 32 chat messages at model retry attempt 1 and API retry attempt 1

2026-05-16 09:34:18.305 [error] [LS Main stderr] I0516 09:34:18.304547  1421 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x8f6a69fbfb04ddd1

2026-05-16 09:34:19.491 [error] [LS Main stderr] I0516 09:34:19.491248  1421 planner_generator.go:283] Requesting planner with 34 chat messages at model retry attempt 1 and API retry attempt 1

2026-05-16 09:34:26.295 [error] [LS Main stderr] I0516 09:34:26.295012  1421 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xe4608d126c1f3da5

2026-05-16 09:34:28.817 [error] [LS Main stderr] I0516 09:34:28.817712  1421 planner_generator.go:283] Requesting planner with 36 chat messages at model retry attempt 1 and API retry attempt 1

2026-05-16 09:34:35.041 [error] [LS Main stderr] I0516 09:34:35.041077  1421 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x86dbbc81c9e5f96b

2026-05-16 09:34:35.150 [error] [LS Main stderr] I0516 09:34:35.149865  1421 planner_generator.go:283] Requesting planner with 38 chat messages at model retry attempt 1 and API retry attempt 1

2026-05-16 09:34:42.583 [error] [LS Main stderr] I0516 09:34:42.582928  1421 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x44189e555c800a0c

2026-05-16 09:34:48.428 [error] [LS Main stderr] I0516 09:34:48.427923  1421 planner_generator.go:283] Requesting planner with 40 chat messages at model retry attempt 1 and API retry attempt 1

2026-05-16 09:34:54.390 [error] [LS Main stderr] I0516 09:34:54.389925  1421 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x7eecb471c8bd3e00

2026-05-16 09:34:56.470 [error] [LS Main stderr] I0516 09:34:56.469874  1421 planner_generator.go:283] Requesting planner with 42 chat messages at model retry attempt 1 and API retry attempt 1

2026-05-16 09:35:02.599 [error] [LS Main stderr] I0516 09:35:02.599551  1421 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x80708ac572cf8e69

2026-05-16 09:35:02.626 [error] [LS Main stderr] I0516 09:35:02.625948  1421 planner_generator.go:283] Requesting planner with 44 chat messages at model retry attempt 1 and API retry attempt 1

