2026-05-16 13:08:42.715 [info] [LS Main] Starting language server from: /Applications/Antigravity.app/Contents/Resources/app/extensions/antigravity/bin/language_server_macos_arm
2026-05-16 13:08:42.910 [info] [LS Main] Args: --csrf_token 2ee8b772-834a-406d-9e61-929be9452ec6 --extension_server_port 49163 --extension_server_csrf_token b2626680-b0a5-43f1-8fc2-4ce025e419a0 --app_data_dir antigravity --cloud_code_endpoint https://cloudcode-pa.googleapis.com
2026-05-16 13:08:47.123 [error] No LS client info found for local authority
2026-05-16 13:08:48.801 [info] [LS Main] Process spawned with PID: 1038
2026-05-16 13:08:52.503 [error] [LS Main stderr] I0516 13:08:52.502619  1038 server.go:1236] Starting language server process with pid 1038
2026-05-16 13:11:20.704 [error] [LS Main stderr] I0516 13:11:20.570215  1038 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xc8eb09cd912e2f94
I0516 13:11:20.640348  1038 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x79e335fa5ce6e3ee

2026-05-16 13:11:20.961 [error] [LS Main stderr] I0516 13:11:20.961194  1038 planner_generator.go:283] Requesting planner with 75 chat messages at model retry attempt 1 and API retry attempt 1

2026-05-16 13:11:30.516 [error] [LS Main stderr] I0516 13:11:30.516451  1038 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x1e6b4a729a7798e

2026-05-16 13:12:00.808 [error] [LS Main stderr] I0516 13:12:00.808004  1038 planner_generator.go:283] Requesting planner with 77 chat messages at model retry attempt 1 and API retry attempt 1

2026-05-16 13:12:04.988 [error] [LS Main stderr] I0516 13:12:04.988172  1038 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x18990f6a20be4d30

2026-05-16 13:12:39.068 [error] [LS Main stderr] I0516 13:12:39.041896  1038 planner_generator.go:283] Requesting planner with 79 chat messages at model retry attempt 1 and API retry attempt 1

2026-05-16 13:12:42.612 [error] [LS Main stderr] I0516 13:12:42.611309  1038 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x7965fd9ad92a4e01

2026-05-16 13:13:14.698 [error] [LS Main stderr] I0516 13:13:14.683872  1038 planner_generator.go:283] Requesting planner with 81 chat messages at model retry attempt 1 and API retry attempt 1

2026-05-16 13:13:19.552 [error] [LS Main stderr] I0516 13:13:19.552213  1038 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x462bf1130ec78b05

2026-05-16 13:13:44.927 [error] [LS Main stderr] I0516 13:13:44.926816  1038 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:loadCodeAssist Trace: 0x212dc29d9accf274

2026-05-16 13:13:45.357 [error] [LS Main stderr] I0516 13:13:45.356222  1038 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:fetchAvailableModels Trace: 0xc3018574bb62613d

2026-05-16 13:13:45.839 [error] [LS Main stderr] I0516 13:13:45.827317  1038 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:loadCodeAssist Trace: 0x942cc54b6ad2e02

2026-05-16 13:13:50.054 [error] [LS Main stderr] I0516 13:13:50.053986  1038 planner_generator.go:283] Requesting planner with 83 chat messages at model retry attempt 1 and API retry attempt 1

2026-05-16 13:13:55.483 [error] [LS Main stderr] I0516 13:13:55.482981  1038 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x5116b80db55fc2d7

2026-05-16 13:14:28.339 [error] [LS Main stderr] I0516 13:14:28.338492  1038 planner_generator.go:283] Requesting planner with 85 chat messages at model retry attempt 1 and API retry attempt 1

2026-05-16 13:14:32.214 [error] [LS Main stderr] I0516 13:14:32.213852  1038 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x5b15520bdfe97b7f

2026-05-16 13:15:03.048 [error] [LS Main stderr] I0516 13:15:03.046524  1038 planner_generator.go:283] Requesting planner with 87 chat messages at model retry attempt 1 and API retry attempt 1

2026-05-16 13:15:07.407 [error] [LS Main stderr] I0516 13:15:07.406440  1038 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xd52c35c26d298576

2026-05-16 13:15:37.843 [error] [LS Main stderr] I0516 13:15:37.842424  1038 planner_generator.go:283] Requesting planner with 89 chat messages at model retry attempt 1 and API retry attempt 1

2026-05-16 13:15:41.382 [error] [LS Main stderr] I0516 13:15:41.381753  1038 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x2665edbae97b44b8

2026-05-16 13:16:10.984 [error] [LS Main stderr] E0516 13:16:10.982346  1038 log.go:398] failed to check terminal shell support: internal: internal error

2026-05-16 13:16:11.323 [error] [LS Main stderr] I0516 13:16:11.323056  1038 planner_generator.go:283] Requesting planner with 92 chat messages at model retry attempt 1 and API retry attempt 1

2026-05-16 13:16:15.235 [error] [LS Main stderr] I0516 13:16:15.235651  1038 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x57dd077e3c465a7f

2026-05-16 13:16:15.275 [error] [LS Main stderr] E0516 13:16:15.275538  1038 log.go:398] error executing cascade step: CORTEX_STEP_TYPE_RUN_COMMAND: signal: killed

2026-05-16 13:16:15.456 [error] [LS Main stderr] I0516 13:16:15.456142  1038 planner_generator.go:283] Requesting planner with 94 chat messages at model retry attempt 1 and API retry attempt 1

2026-05-16 13:16:23.415 [error] [LS Main stderr] I0516 13:16:23.415375  1038 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xacd2fca45978746

2026-05-16 13:16:33.871 [error] [LS Main stderr] I0516 13:16:33.871554  1038 planner_generator.go:283] Requesting planner with 96 chat messages at model retry attempt 1 and API retry attempt 1

2026-05-16 13:16:39.503 [error] [LS Main stderr] I0516 13:16:39.502968  1038 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x1c9d5436c6a9937c

2026-05-16 13:16:41.602 [error] [LS Main stderr] I0516 13:16:41.602671  1038 planner_generator.go:283] Requesting planner with 98 chat messages at model retry attempt 1 and API retry attempt 1

2026-05-16 13:16:47.376 [error] [LS Main stderr] I0516 13:16:47.376488  1038 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x98edc374f05615f2

2026-05-16 13:16:48.527 [error] [LS Main stderr] I0516 13:16:48.526927  1038 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x3f751d466312fa3b

2026-05-16 13:16:48.881 [error] [LS Main stderr] I0516 13:16:48.881538  1038 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xdd2148407686c885

2026-05-16 13:16:57.429 [error] [LS Main stderr] I0516 13:16:57.429213  1038 planner_generator.go:283] Requesting planner with 100 chat messages at model retry attempt 1 and API retry attempt 1

2026-05-16 13:17:02.859 [error] [LS Main stderr] I0516 13:17:02.859132  1038 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x2e7622971b06c3ca

2026-05-16 13:17:07.919 [error] [LS Main stderr] I0516 13:17:07.919349  1038 planner_generator.go:283] Requesting planner with 102 chat messages at model retry attempt 1 and API retry attempt 1

2026-05-16 13:17:16.840 [error] [LS Main stderr] E0516 13:17:16.824193  1038 log.go:398] failed to check terminal shell support: internal: internal error

2026-05-16 13:17:16.849 [error] [LS Main stderr] E0516 13:17:16.849730  1038 log.go:398] step has unexpected non-terminal status: CORTEX_STEP_STATUS_RUNNING

2026-05-16 13:17:18.126 [error] [LS Main stderr] E0516 13:17:18.125944  1038 log.go:398] executor is not currently running

2026-05-16 13:17:18.133 [error] [LS Main stderr] E0516 13:17:18.132785  1038 log.go:398] failed to check terminal shell support: internal: internal error

2026-05-16 13:17:18.265 [error] [LS Main stderr] E0516 13:17:18.265612  1038 log.go:398] agent executor error: step has unexpected non-terminal status: CORTEX_STEP_STATUS_RUNNING

2026-05-16 13:17:18.269 [error] [LS Main stderr] E0516 13:17:18.269513  1038 interceptor.go:74] /exa.language_server_pb.LanguageServerService/RevertToCascadeStep (unknown): step has unexpected non-terminal status: CORTEX_STEP_STATUS_RUNNING

2026-05-16 13:17:29.396 [error] [LS Main stderr] E0516 13:17:29.396536  1038 cascade_manager.go:539] Failed to load trajectory 0bf4dc86-ac69-4e44-8c66-744dc37d9723 on-demand: failed to load trajectory 0bf4dc86-ac69-4e44-8c66-744dc37d9723: open /Users/apple/.gemini/antigravity/conversations/0bf4dc86-ac69-4e44-8c66-744dc37d9723.pb: no such file or directory
E0516 13:17:29.396590  1038 interceptor.go:74] /exa.language_server_pb.LanguageServerService/StreamAgentStateUpdates (unknown): agent state for conversation 0bf4dc86-ac69-4e44-8c66-744dc37d9723 not found

2026-05-16 13:17:29.470 [error] [LS Main stderr] E0516 13:17:29.470383  1038 log.go:398] failed to check terminal shell support: internal: internal error

2026-05-16 13:17:29.497 [error] [LS Main stderr] I0516 13:17:29.497078  1038 planner_generator.go:283] Requesting planner with 5 chat messages at model retry attempt 1 and API retry attempt 1

2026-05-16 13:17:36.939 [error] [LS Main stderr] I0516 13:17:36.939303  1038 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x48601bd7172d3b4c

2026-05-16 13:17:38.534 [error] [LS Main stderr] I0516 13:17:38.534769  1038 planner_generator.go:283] Requesting planner with 7 chat messages at model retry attempt 1 and API retry attempt 1

2026-05-16 13:17:39.627 [error] [LS Main stderr] I0516 13:17:39.626891  1038 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x37092c0f9fc8a8cf

2026-05-16 13:17:39.689 [error] [LS Main stderr] I0516 13:17:39.689403  1038 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xa94d0f66daa7c080

2026-05-16 13:17:39.711 [error] [LS Main stderr] I0516 13:17:39.711174  1038 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x7234721c4a38b804

2026-05-16 13:17:41.820 [error] [LS Main stderr] I0516 13:17:41.819991  1038 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x835a09e44aa2e650

2026-05-16 13:17:42.700 [error] [LS Main stderr] I0516 13:17:42.699854  1038 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xfe716003ddfe1095

2026-05-16 13:17:43.604 [error] [LS Main stderr] I0516 13:17:43.603826  1038 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x5a512ba39db095f8

2026-05-16 13:17:45.857 [error] [LS Main stderr] I0516 13:17:45.856686  1038 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x54a5feb32b9ad07f

2026-05-16 13:17:45.868 [error] [LS Main stderr] I0516 13:17:45.868512  1038 planner_generator.go:283] Requesting planner with 9 chat messages at model retry attempt 1 and API retry attempt 1

2026-05-16 13:17:54.526 [error] [LS Main stderr] I0516 13:17:54.526419  1038 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x64288199f4bbf69f

2026-05-16 13:17:59.741 [error] [LS Main stderr] I0516 13:17:59.741664  1038 planner_generator.go:283] Requesting planner with 11 chat messages at model retry attempt 1 and API retry attempt 1

2026-05-16 13:18:07.406 [error] [LS Main stderr] I0516 13:18:07.406045  1038 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x3f77d9065b264ace

2026-05-16 13:18:08.792 [error] [LS Main stderr] I0516 13:18:08.791873  1038 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x4d208a84b550e72b
I0516 13:18:08.791918  1038 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x977a0ca6181d2eee

2026-05-16 13:18:12.419 [error] [LS Main stderr] I0516 13:18:12.419434  1038 planner_generator.go:283] Requesting planner with 13 chat messages at model retry attempt 1 and API retry attempt 1

2026-05-16 13:18:18.004 [error] [LS Main stderr] I0516 13:18:18.004761  1038 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x7e5d2a05d91eff5a

2026-05-16 13:18:23.027 [error] [LS Main stderr] I0516 13:18:23.027372  1038 planner_generator.go:283] Requesting planner with 15 chat messages at model retry attempt 1 and API retry attempt 1

2026-05-16 13:18:34.295 [error] [LS Main stderr] I0516 13:18:34.295543  1038 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xb1eb61e754f3d868

2026-05-16 13:18:45.903 [error] [LS Main stderr] I0516 13:18:45.903731  1038 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:loadCodeAssist Trace: 0xb9f3f98f46826991

2026-05-16 13:18:46.225 [error] [LS Main stderr] I0516 13:18:46.225860  1038 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:fetchAvailableModels Trace: 0xdfeea42c60a7f55f

2026-05-16 13:18:56.643 [error] [LS Main stderr] I0516 13:18:56.642810  1038 planner_generator.go:283] Requesting planner with 17 chat messages at model retry attempt 1 and API retry attempt 1

2026-05-16 13:19:03.036 [error] [LS Main stderr] I0516 13:19:03.035910  1038 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xceaf28816c2c9ba2

2026-05-16 13:19:25.161 [error] [LS Main stderr] I0516 13:19:25.161217  1038 planner_generator.go:283] Requesting planner with 19 chat messages at model retry attempt 1 and API retry attempt 1

2026-05-16 13:19:47.827 [error] [LS Main stderr] I0516 13:19:47.827110  1038 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x67838be123896492

2026-05-16 13:19:48.128 [error] [LS Main stderr] I0516 13:19:48.128357  1038 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x9367973aa71b6b24

2026-05-16 13:19:49.033 [error] [LS Main stderr] I0516 13:19:49.032931  1038 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xe65f1051e98b606b

2026-05-16 13:20:31.016 [error] [LS Main stderr] I0516 13:20:31.015956  1038 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x29203f30067eb328

2026-05-16 13:20:31.065 [error] [LS Main stderr] I0516 13:20:31.064956  1038 planner_generator.go:283] Requesting planner with 21 chat messages at model retry attempt 1 and API retry attempt 1

2026-05-16 13:20:38.596 [error] [LS Main stderr] I0516 13:20:38.595822  1038 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x8e669f877c394078

2026-05-16 13:20:51.328 [error] [LS Main stderr] I0516 13:20:51.328200  1038 planner_generator.go:283] Requesting planner with 23 chat messages at model retry attempt 1 and API retry attempt 1

2026-05-16 13:20:55.298 [error] [LS Main stderr] I0516 13:20:55.298835  1038 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xa81802390bc59d87

2026-05-16 13:20:55.701 [error] [LS Main stderr] I0516 13:20:55.701802  1038 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x25dd5de94a9d7588

2026-05-16 13:20:56.267 [error] [LS Main stderr] I0516 13:20:56.267635  1038 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xee4c802f06b62403

2026-05-16 13:21:01.296 [error] [LS Main stderr] I0516 13:21:01.296385  1038 planner_generator.go:283] Requesting planner with 25 chat messages at model retry attempt 1 and API retry attempt 1

2026-05-16 13:21:06.645 [error] [LS Main stderr] I0516 13:21:06.645177  1038 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xa6689726e76941d2

2026-05-16 13:21:06.679 [error] [LS Main stderr] I0516 13:21:06.678912  1038 planner_generator.go:283] Requesting planner with 27 chat messages at model retry attempt 1 and API retry attempt 1

2026-05-16 13:21:13.281 [error] [LS Main stderr] I0516 13:21:13.281169  1038 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x1c4d21dabb21c5f2

2026-05-16 13:21:15.375 [error] [LS Main stderr] I0516 13:21:15.375101  1038 planner_generator.go:283] Requesting planner with 29 chat messages at model retry attempt 1 and API retry attempt 1

2026-05-16 13:21:19.428 [error] [LS Main stderr] I0516 13:21:19.428196  1038 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x536f0a59375d283f

2026-05-16 13:21:19.935 [error] [LS Main stderr] I0516 13:21:19.935724  1038 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x2007b5539439dccc

2026-05-16 13:21:20.490 [error] [LS Main stderr] I0516 13:21:20.489850  1038 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xcd4e49214039b449

2026-05-16 13:21:21.004 [error] [LS Main stderr] I0516 13:21:21.004741  1038 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x7ecd411a08277d6b

2026-05-16 13:21:25.522 [error] [LS Main stderr] I0516 13:21:25.522438  1038 planner_generator.go:283] Requesting planner with 31 chat messages at model retry attempt 1 and API retry attempt 1

2026-05-16 13:21:32.314 [error] [LS Main stderr] I0516 13:21:32.314099  1038 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x604351e96bba9779

2026-05-16 13:21:37.385 [error] [LS Main stderr] I0516 13:21:37.384508  1038 planner_generator.go:283] Requesting planner with 33 chat messages at model retry attempt 1 and API retry attempt 1

2026-05-16 13:21:43.411 [error] [LS Main stderr] I0516 13:21:43.411865  1038 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x36165cac1e539831

2026-05-16 13:22:07.213 [error] [LS Main stderr] I0516 13:22:07.212993  1038 planner_generator.go:283] Requesting planner with 35 chat messages at model retry attempt 1 and API retry attempt 1

2026-05-16 13:22:14.452 [error] [LS Main stderr] I0516 13:22:14.452487  1038 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xa62ed1e7fd155733

2026-05-16 13:22:24.022 [error] [LS Main stderr] I0516 13:22:24.022603  1038 planner_generator.go:283] Requesting planner with 37 chat messages at model retry attempt 1 and API retry attempt 1

2026-05-16 13:22:29.312 [error] [LS Main stderr] I0516 13:22:29.312226  1038 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x6f558289087646fd

2026-05-16 13:22:34.418 [error] [LS Main stderr] I0516 13:22:34.418242  1038 planner_generator.go:283] Requesting planner with 39 chat messages at model retry attempt 1 and API retry attempt 1

2026-05-16 13:22:40.609 [error] [LS Main stderr] I0516 13:22:40.609410  1038 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x351ae1b14486e250

2026-05-16 13:22:45.648 [error] [LS Main stderr] I0516 13:22:45.648274  1038 planner_generator.go:283] Requesting planner with 41 chat messages at model retry attempt 1 and API retry attempt 1

2026-05-16 13:22:51.613 [error] [LS Main stderr] I0516 13:22:51.612840  1038 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xeb92719592b030a9

2026-05-16 13:23:21.648 [error] [LS Main stderr] I0516 13:23:21.648562  1038 planner_generator.go:283] Requesting planner with 43 chat messages at model retry attempt 1 and API retry attempt 1

2026-05-16 13:23:26.943 [error] [LS Main stderr] I0516 13:23:26.942887  1038 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x40d63aefc82c256e

2026-05-16 13:23:43.166 [error] [LS Main stderr] I0516 13:23:43.165940  1038 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:loadCodeAssist Trace: 0x81f473de78cc0b9d

